mean,std_dev
14.127291739894572,3.5209507607110617
19.28964850615116,4.29725463709042
91.96903339191559,24.277619293053167
654.8891036906854,351.6047540632299
0.09636028119507904,0.014051764066591197
0.10434098418277679,0.05276632912535519
0.08879931581722314,0.07964972534603189
0.04891914586994729,0.03876873246147476
0.1811618629173991,0.02739018086426852
0.06279760984182772,0.007054155881537346
0.4051720562390157,0.27706894152536526
1.216853427065027,0.551163426903576
2.8660592267135336,2.0200770991455244
40.33707908611606,45.45101341563996
0.007040978910369071,0.0029998783671144748
0.025478138840070292,0.017892435868281948
0.03189371634446396,0.03015952312197046
0.01179613708260105,0.0061648607464717
0.020542298769771532,0.008259104387588142
0.003794903866432335,0.0026437447504047383
16.269189806678366,4.828992576060774
25.67722319859401,6.1408543185890005
107.26121265377864,33.57300156682595
880.5831282952539,568.8564589532671
0.13236859402460455,0.02281235693554463
0.25426504393673127,0.15719817109455372
0.2721884833040423,0.20844087461170605
0.11460622319859398,0.06567455451119315
0.2900755711775043,0.06181307854455482
0.08394581722319852,0.018045389308594985
